,Area,Item,Year,hg/ha_yield,average_rain_fall_mm_per_year,pesticides_tonnes
20526,Morocco,Wheat,1993,6808,346,10585.43
20527,Morocco,Maize,1994,6261,346,10992.57
20528,Morocco,Maize,1994,6261,346,10992.57
20529,Morocco,Potatoes,1994,176522,346,10992.57
20530,Morocco,Potatoes,1994,176522,346,10992.57
20531,Morocco,"Rice, paddy",1994,65000,346,10992.57
20532,Morocco,"Rice, paddy",1994,65000,346,10992.57
20533,Morocco,Sorghum,1994,4719,346,10992.57
20534,Morocco,Sorghum,1994,4719,346,10992.57
20535,Morocco,Soybeans,1994,13755,346,10992.57
20536,Morocco,Soybeans,1994,13755,346,10992.57
20537,Morocco,Sweet potatoes,1994,154663,346,10992.57
20538,Morocco,Sweet potatoes,1994,154663,346,10992.57
20539,Morocco,Wheat,1994,18111,346,10992.57
20540,Morocco,Wheat,1994,18111,346,10992.57
20541,Morocco,Maize,1995,1303,346,11399.71
20542,Morocco,Maize,1995,1303,346,11399.71
20543,Morocco,Potatoes,1995,166304,346,11399.71
20544,Morocco,Potatoes,1995,166304,346,11399.71
20545,Morocco,"Rice, paddy",1995,49571,346,11399.71
20546,Morocco,"Rice, paddy",1995,49571,346,11399.71
20547,Morocco,Sorghum,1995,866,346,11399.71
20548,Morocco,Sorghum,1995,866,346,11399.71
20549,Morocco,Soybeans,1995,13367,346,11399.71
20550,Morocco,Soybeans,1995,13367,346,11399.71
20551,Morocco,Sweet potatoes,1995,156909,346,11399.71
20552,Morocco,Sweet potatoes,1995,156909,346,11399.71
20553,Morocco,Wheat,1995,5543,346,11399.71
20554,Morocco,Wheat,1995,5543,346,11399.71
20555,Morocco,Maize,1996,9274,346,11806.86
20556,Morocco,Maize,1996,9274,346,11806.86
20557,Morocco,Potatoes,1996,190473,346,11806.86
20558,Morocco,Potatoes,1996,190473,346,11806.86
20559,Morocco,"Rice, paddy",1996,58000,346,11806.86
20560,Morocco,"Rice, paddy",1996,58000,346,11806.86
20561,Morocco,Sorghum,1996,6055,346,11806.86
20562,Morocco,Sorghum,1996,6055,346,11806.86
20563,Morocco,Soybeans,1996,24600,346,11806.86
20564,Morocco,Soybeans,1996,24600,346,11806.86
20565,Morocco,Sweet potatoes,1996,163636,346,11806.86
20566,Morocco,Sweet potatoes,1996,163636,346,11806.86
20567,Morocco,Wheat,1996,18415,346,11806.86
20568,Morocco,Wheat,1996,18415,346,11806.86
20569,Morocco,Maize,1997,10984,346,12214
20570,Morocco,Maize,1997,10984,346,12214
20571,Morocco,Potatoes,1997,178706,346,12214
20572,Morocco,Potatoes,1997,178706,346,12214
20573,Morocco,"Rice, paddy",1997,37256,346,12214
20574,Morocco,"Rice, paddy",1997,37256,346,12214
20575,Morocco,Sorghum,1997,5338,346,12214
20576,Morocco,Sorghum,1997,5338,346,12214
20577,Morocco,Soybeans,1997,10000,346,12214
20578,Morocco,Soybeans,1997,10000,346,12214
20579,Morocco,Sweet potatoes,1997,181882,346,12214
20580,Morocco,Sweet potatoes,1997,181882,346,12214
20581,Morocco,Wheat,1997,9292,346,12214
20582,Morocco,Wheat,1997,9292,346,12214
20583,Morocco,Maize,1998,6468,346,12621.14
20584,Morocco,Maize,1998,6468,346,12621.14
20585,Morocco,Potatoes,1998,190427,346,12621.14
20586,Morocco,Potatoes,1998,190427,346,12621.14
20587,Morocco,"Rice, paddy",1998,54108,346,12621.14
20588,Morocco,"Rice, paddy",1998,54108,346,12621.14
20589,Morocco,Sorghum,1998,7019,346,12621.14
20590,Morocco,Sorghum,1998,7019,346,12621.14
20591,Morocco,Soybeans,1998,4000,346,12621.14
20592,Morocco,Soybeans,1998,4000,346,12621.14
20593,Morocco,Sweet potatoes,1998,184706,346,12621.14
20594,Morocco,Sweet potatoes,1998,184706,346,12621.14
20595,Morocco,Wheat,1998,14184,346,12621.14
20596,Morocco,Wheat,1998,14184,346,12621.14
20597,Morocco,Maize,1999,4120,346,13028.29
20598,Morocco,Maize,1999,4120,346,13028.29
20599,Morocco,Potatoes,1999,183361,346,13028.29
20600,Morocco,Potatoes,1999,183361,346,13028.29
20601,Morocco,"Rice, paddy",1999,45000,346,13028.29
20602,Morocco,"Rice, paddy",1999,45000,346,13028.29
20603,Morocco,Sorghum,1999,6264,346,13028.29
20604,Morocco,Sorghum,1999,6264,346,13028.29
20605,Morocco,Soybeans,1999,11200,346,13028.29
20606,Morocco,Soybeans,1999,11200,346,13028.29
20607,Morocco,Sweet potatoes,1999,133761,346,13028.29
20608,Morocco,Sweet potatoes,1999,133761,346,13028.29
20609,Morocco,Wheat,1999,8004,346,13028.29
20610,Morocco,Wheat,1999,8004,346,13028.29
20611,Morocco,Maize,2000,4000,346,13435.43
20612,Morocco,Maize,2000,4000,346,13435.43
20613,Morocco,Potatoes,2000,180193,346,13435.43
20614,Morocco,Potatoes,2000,180193,346,13435.43
20615,Morocco,"Rice, paddy",2000,45000,346,13435.43
20616,Morocco,"Rice, paddy",2000,45000,346,13435.43
20617,Morocco,Sorghum,2000,7205,346,13435.43
20618,Morocco,Sorghum,2000,7205,346,13435.43
20619,Morocco,Soybeans,2000,12000,346,13435.43
20620,Morocco,Soybeans,2000,12000,346,13435.43
20621,Morocco,Sweet potatoes,2000,166275,346,13435.43
20622,Morocco,Sweet potatoes,2000,166275,346,13435.43
20623,Morocco,Wheat,2000,4758,346,13435.43
20624,Morocco,Wheat,2000,4758,346,13435.43
20625,Morocco,Maize,2001,2107,346,13842.57
20626,Morocco,Maize,2001,2107,346,13842.57
20627,Morocco,Potatoes,2001,187740,346,13842.57
20628,Morocco,Potatoes,2001,187740,346,13842.57
20629,Morocco,"Rice, paddy",2001,52773,346,13842.57
20630,Morocco,"Rice, paddy",2001,52773,346,13842.57
20631,Morocco,Sorghum,2001,5845,346,13842.57
20632,Morocco,Sorghum,2001,5845,346,13842.57
20633,Morocco,Soybeans,2001,10000,346,13842.57
20634,Morocco,Soybeans,2001,10000,346,13842.57
20635,Morocco,Sweet potatoes,2001,123061,346,13842.57
20636,Morocco,Sweet potatoes,2001,123061,346,13842.57
20637,Morocco,Wheat,2001,12280,346,13842.57
20638,Morocco,Wheat,2001,12280,346,13842.57
20639,Morocco,Maize,2002,7494,346,14249.71
20640,Morocco,Maize,2002,7494,346,14249.71
20641,Morocco,Potatoes,2002,231985,346,14249.71
20642,Morocco,Potatoes,2002,231985,346,14249.71
20643,Morocco,"Rice, paddy",2002,41453,346,14249.71
20644,Morocco,"Rice, paddy",2002,41453,346,14249.71
20645,Morocco,Sorghum,2002,4982,346,14249.71
20646,Morocco,Sorghum,2002,4982,346,14249.71
20647,Morocco,Soybeans,2002,10000,346,14249.71
20648,Morocco,Soybeans,2002,10000,346,14249.71
20649,Morocco,Sweet potatoes,2002,136703,346,14249.71
20650,Morocco,Sweet potatoes,2002,136703,346,14249.71
20651,Morocco,Wheat,2002,12793,346,14249.71
20652,Morocco,Wheat,2002,12793,346,14249.71
20653,Morocco,Maize,2004,9152,346,15064
20654,Morocco,Maize,2004,9152,346,15064
20655,Morocco,Potatoes,2004,241650,346,15064
20656,Morocco,Potatoes,2004,241650,346,15064
20657,Morocco,"Rice, paddy",2004,67045,346,15064
20658,Morocco,"Rice, paddy",2004,67045,346,15064
20659,Morocco,Sorghum,2004,8233,346,15064
20660,Morocco,Sorghum,2004,8233,346,15064
20661,Morocco,Soybeans,2004,10000,346,15064
20662,Morocco,Soybeans,2004,10000,346,15064
20663,Morocco,Sweet potatoes,2004,157333,346,15064
20664,Morocco,Sweet potatoes,2004,157333,346,15064
20665,Morocco,Wheat,2004,18082,346,15064
20666,Morocco,Wheat,2004,18082,346,15064
20667,Morocco,Maize,2005,2036,346,13966
20668,Morocco,Maize,2005,2036,346,13966
20669,Morocco,Potatoes,2005,238090,346,13966
20670,Morocco,Potatoes,2005,238090,346,13966
20671,Morocco,"Rice, paddy",2005,68000,346,13966
20672,Morocco,"Rice, paddy",2005,68000,346,13966
20673,Morocco,Sorghum,2005,5451,346,13966
20674,Morocco,Sorghum,2005,5451,346,13966
20675,Morocco,Soybeans,2005,10000,346,13966
20676,Morocco,Soybeans,2005,10000,346,13966
20677,Morocco,Sweet potatoes,2005,129483,346,13966
20678,Morocco,Sweet potatoes,2005,129483,346,13966
20679,Morocco,Wheat,2005,10261,346,13966
20680,Morocco,Wheat,2005,10261,346,13966
20681,Morocco,Maize,2006,12198,346,13697
20682,Morocco,Maize,2006,12198,346,13697
20683,Morocco,Potatoes,2006,263272,346,13697
20684,Morocco,Potatoes,2006,263272,346,13697
20685,Morocco,"Rice, paddy",2006,68000,346,13697
20686,Morocco,"Rice, paddy",2006,68000,346,13697
20687,Morocco,Sorghum,2006,7841,346,13697
20688,Morocco,Sorghum,2006,7841,346,13697
20689,Morocco,Soybeans,2006,10000,346,13697
20690,Morocco,Soybeans,2006,10000,346,13697
20691,Morocco,Sweet potatoes,2006,179115,346,13697
20692,Morocco,Sweet potatoes,2006,179115,346,13697
20693,Morocco,Wheat,2006,20365,346,13697
20694,Morocco,Wheat,2006,20365,346,13697
20695,Morocco,Maize,2007,4155,346,13697
20696,Morocco,Maize,2007,4155,346,13697
20697,Morocco,Potatoes,2007,247975,346,13697
20698,Morocco,Potatoes,2007,247975,346,13697
20699,Morocco,"Rice, paddy",2007,73667,346,13697
20700,Morocco,"Rice, paddy",2007,73667,346,13697
20701,Morocco,Sorghum,2007,6234,346,13697
20702,Morocco,Sorghum,2007,6234,346,13697
20703,Morocco,Soybeans,2007,10000,346,13697
20704,Morocco,Soybeans,2007,10000,346,13697
20705,Morocco,Sweet potatoes,2007,178351,346,13697
20706,Morocco,Sweet potatoes,2007,178351,346,13697
20707,Morocco,Wheat,2007,6154,346,13697
20708,Morocco,Wheat,2007,6154,346,13697
20709,Morocco,Maize,2008,5515,346,13697
20710,Morocco,Maize,2008,5515,346,13697
20711,Morocco,Potatoes,2008,244675,346,13697
20712,Morocco,Potatoes,2008,244675,346,13697
20713,Morocco,"Rice, paddy",2008,69563,346,13697
20714,Morocco,"Rice, paddy",2008,69563,346,13697
20715,Morocco,Sorghum,2008,8683,346,13697
20716,Morocco,Sorghum,2008,8683,346,13697
20717,Morocco,Soybeans,2008,10000,346,13697
20718,Morocco,Soybeans,2008,10000,346,13697
20719,Morocco,Sweet potatoes,2008,174320,346,13697
20720,Morocco,Sweet potatoes,2008,174320,346,13697
20721,Morocco,Wheat,2008,13189,346,13697
20722,Morocco,Wheat,2008,13189,346,13697
20723,Morocco,Maize,2009,9151,346,13697
20724,Morocco,Maize,2009,9151,346,13697
20725,Morocco,Potatoes,2009,195328,346,13697
20726,Morocco,Potatoes,2009,195328,346,13697
20727,Morocco,"Rice, paddy",2009,64154,346,13697
20728,Morocco,"Rice, paddy",2009,64154,346,13697
20729,Morocco,Sorghum,2009,8878,346,13697
20730,Morocco,Sorghum,2009,8878,346,13697
20731,Morocco,Soybeans,2009,10000,346,13697
20732,Morocco,Soybeans,2009,10000,346,13697
20733,Morocco,Sweet potatoes,2009,170964,346,13697
20734,Morocco,Sweet potatoes,2009,170964,346,13697
20735,Morocco,Wheat,2009,21398,346,13697
20736,Morocco,Wheat,2009,21398,346,13697
20737,Morocco,Maize,2010,12132,346,13697
20738,Morocco,Maize,2010,12132,346,13697
20739,Morocco,Potatoes,2010,283502,346,13697
20740,Morocco,Potatoes,2010,283502,346,13697
20741,Morocco,"Rice, paddy",2010,68270,346,13697
20742,Morocco,"Rice, paddy",2010,68270,346,13697
20743,Morocco,Sorghum,2010,6632,346,13697
20744,Morocco,Sorghum,2010,6632,346,13697
20745,Morocco,Soybeans,2010,10000,346,13697
20746,Morocco,Soybeans,2010,10000,346,13697
20747,Morocco,Sweet potatoes,2010,166600,346,13697
20748,Morocco,Sweet potatoes,2010,166600,346,13697
20749,Morocco,Wheat,2010,17095,346,13697
20750,Morocco,Wheat,2010,17095,346,13697
20751,Morocco,Maize,2011,11533,346,13697
20752,Morocco,Maize,2011,11533,346,13697
20753,Morocco,Potatoes,2011,297584,346,13697
20754,Morocco,Potatoes,2011,297584,346,13697
20755,Morocco,"Rice, paddy",2011,70236,346,13697
20756,Morocco,"Rice, paddy",2011,70236,346,13697
20757,Morocco,Sorghum,2011,8011,346,13697
20758,Morocco,Sorghum,2011,8011,346,13697
20759,Morocco,Soybeans,2011,10000,346,13697
20760,Morocco,Soybeans,2011,10000,346,13697
20761,Morocco,Sweet potatoes,2011,213115,346,13697
20762,Morocco,Sweet potatoes,2011,213115,346,13697
20763,Morocco,Wheat,2011,19488,346,13697
20764,Morocco,Wheat,2011,19488,346,13697
20765,Morocco,Maize,2012,7648,346,13697
20766,Morocco,Maize,2012,7648,346,13697
20767,Morocco,Potatoes,2012,279800,346,13697
20768,Morocco,Potatoes,2012,279800,346,13697
20769,Morocco,"Rice, paddy",2012,76015,346,13697
20770,Morocco,"Rice, paddy",2012,76015,346,13697
20771,Morocco,Sorghum,2012,9475,346,13697
20772,Morocco,Sorghum,2012,9475,346,13697
20773,Morocco,Soybeans,2012,10000,346,13697
20774,Morocco,Soybeans,2012,10000,346,13697
20775,Morocco,Sweet potatoes,2012,270783,346,13697
20776,Morocco,Sweet potatoes,2012,270783,346,13697
20777,Morocco,Wheat,2012,12342,346,13697
20778,Morocco,Wheat,2012,12342,346,13697
20779,Morocco,Maize,2013,6632,346,13697
20780,Morocco,Maize,2013,6632,346,13697
20781,Morocco,Potatoes,2013,363561,346,13697
20782,Morocco,Potatoes,2013,363561,346,13697
20783,Morocco,"Rice, paddy",2013,75433,346,13697
20784,Morocco,"Rice, paddy",2013,75433,346,13697
20785,Morocco,Sorghum,2013,10637,346,13697
20786,Morocco,Sorghum,2013,10637,346,13697
20787,Morocco,Soybeans,2013,10000,346,13697
20788,Morocco,Soybeans,2013,10000,346,13697
20789,Morocco,Sweet potatoes,2013,245134,346,13697
20790,Morocco,Sweet potatoes,2013,245134,346,13697
20791,Morocco,Wheat,2013,21640,346,13697
20792,Morocco,Wheat,2013,21640,346,13697
20793,Mozambique,Cassava,1990,48612,1032,102.26
20794,Mozambique,Maize,1990,4480,1032,102.26
20795,Mozambique,Potatoes,1990,120710,1032,102.26
20796,Mozambique,"Rice, paddy",1990,8747,1032,102.26
20797,Mozambique,Sorghum,1990,4329,1032,102.26
20798,Mozambique,Sweet potatoes,1990,58544,1032,102.26
20799,Mozambique,Wheat,1990,18001,1032,102.26
20800,Mozambique,Cassava,1991,37965,1032,102.26
20801,Mozambique,Maize,1991,3241,1032,102.26
20802,Mozambique,Potatoes,1991,124670,1032,102.26
20803,Mozambique,"Rice, paddy",1991,5290,1032,102.26
20804,Mozambique,Sorghum,1991,3356,1032,102.26
20805,Mozambique,Sweet potatoes,1991,65029,1032,102.26
20806,Mozambique,Wheat,1991,15000,1032,102.26
20807,Mozambique,Cassava,1992,33284,1032,102.26
20808,Mozambique,Maize,1992,1587,1032,102.26
20809,Mozambique,Potatoes,1992,125440,1032,102.26
20810,Mozambique,"Rice, paddy",1992,2988,1032,102.26
20811,Mozambique,Sorghum,1992,1689,1032,102.26
20812,Mozambique,Sweet potatoes,1992,63415,1032,102.26
20813,Mozambique,Wheat,1992,11111,1032,102.26
20814,Mozambique,Cassava,1993,41681,1032,102.26
20815,Mozambique,Maize,1993,6332,1032,102.26
20816,Mozambique,Potatoes,1993,126210,1032,102.26
20817,Mozambique,"Rice, paddy",1993,6225,1032,102.26
20818,Mozambique,Sorghum,1993,4130,1032,102.26
20819,Mozambique,Sweet potatoes,1993,64706,1032,102.26
20820,Mozambique,Wheat,1993,11541,1032,102.26
20821,Mozambique,Cassava,1994,36899,1032,102.26
20822,Mozambique,Maize,1994,5207,1032,102.26
20823,Mozambique,Potatoes,1994,126980,1032,102.26
20824,Mozambique,"Rice, paddy",1994,8345,1032,102.26
20825,Mozambique,Sorghum,1994,4423,1032,102.26
20826,Mozambique,Sweet potatoes,1994,68966,1032,102.26
20827,Mozambique,Wheat,1994,11379,1032,102.26
20828,Mozambique,Cassava,1995,42395,1032,72.19
20829,Mozambique,Maize,1995,6794,1032,72.19
20830,Mozambique,Potatoes,1995,127749,1032,72.19
20831,Mozambique,"Rice, paddy",1995,8717,1032,72.19
20832,Mozambique,Sorghum,1995,5648,1032,72.19
20833,Mozambique,Sweet potatoes,1995,64706,1032,72.19
20834,Mozambique,Wheat,1995,11314,1032,72.19
20835,Mozambique,Cassava,1996,47674,1032,65.85
20836,Mozambique,Maize,1996,9395,1032,65.85
20837,Mozambique,Potatoes,1996,126820,1032,65.85
20838,Mozambique,"Rice, paddy",1996,9653,1032,65.85
20839,Mozambique,Sorghum,1996,5698,1032,65.85
20840,Mozambique,Sweet potatoes,1996,67442,1032,65.85
20841,Mozambique,Wheat,1996,11268,1032,65.85
20842,Mozambique,Cassava,1997,53820,1032,60.63
20843,Mozambique,Maize,1997,9033,1032,60.63
20844,Mozambique,Potatoes,1997,123891,1032,60.63
20845,Mozambique,"Rice, paddy",1997,10904,1032,60.63
20846,Mozambique,Sorghum,1997,5802,1032,60.63
20847,Mozambique,Sweet potatoes,1997,67816,1032,60.63
20848,Mozambique,Wheat,1997,11241,1032,60.63
20849,Mozambique,Cassava,1998,55557,1032,51.98
20850,Mozambique,Maize,1998,9006,1032,51.98
20851,Mozambique,Potatoes,1998,122951,1032,51.98
20852,Mozambique,"Rice, paddy",1998,10552,1032,51.98
20853,Mozambique,Sorghum,1998,6625,1032,51.98
20854,Mozambique,Sweet potatoes,1998,68182,1032,51.98
20855,Mozambique,Wheat,1998,11255,1032,51.98
20856,Mozambique,Cassava,1999,57964,1032,43.34
20857,Mozambique,Maize,1999,11596,1032,43.34
20858,Mozambique,Potatoes,1999,125402,1032,43.34
20859,Mozambique,"Rice, paddy",1999,10000,1032,43.34
20860,Mozambique,Sorghum,1999,5869,1032,43.34
20861,Mozambique,Sweet potatoes,1999,72727,1032,43.34
20862,Mozambique,Wheat,1999,11297,1032,43.34
20863,Mozambique,Cassava,2000,57911,1032,34.69
20864,Mozambique,Maize,2000,9399,1032,34.69
20865,Mozambique,Potatoes,2000,126562,1032,34.69
20866,Mozambique,"Rice, paddy",2000,9816,1032,34.69
20867,Mozambique,Sorghum,2000,5798,1032,34.69
20868,Mozambique,Sweet potatoes,2000,71667,1032,34.69
20869,Mozambique,Wheat,2000,10000,1032,34.69
20870,Mozambique,Cassava,2001,71627,1032,26.05
20871,Mozambique,Maize,2001,9580,1032,26.05
20872,Mozambique,Potatoes,2001,127711,1032,26.05
20873,Mozambique,"Rice, paddy",2001,9582,1032,26.05
20874,Mozambique,Sorghum,2001,5738,1032,26.05
20875,Mozambique,Sweet potatoes,2001,69231,1032,26.05
20876,Mozambique,Wheat,2001,10000,1032,26.05
20877,Mozambique,Cassava,2002,48556,1032,17.4
20878,Mozambique,Maize,2002,7065,1032,17.4
20879,Mozambique,Potatoes,2002,128843,1032,17.4
20880,Mozambique,"Rice, paddy",2002,2789,1032,17.4
20881,Mozambique,Sorghum,2002,3954,1032,17.4
20882,Mozambique,Sweet potatoes,2002,47289,1032,17.4
20883,Mozambique,Wheat,2002,10385,1032,17.4
20884,Mozambique,Cassava,2004,60017,1032,572.99
20885,Mozambique,Maize,2004,8085,1032,572.99
20886,Mozambique,Potatoes,2004,129868,1032,572.99
20887,Mozambique,"Rice, paddy",2004,9604,1032,572.99
20888,Mozambique,Sorghum,2004,5663,1032,572.99
20889,Mozambique,Sweet potatoes,2004,72000,1032,572.99
20890,Mozambique,Wheat,2004,10870,1032,572.99
20891,Mozambique,Cassava,2005,43155,1032,770.88
20892,Mozambique,Maize,2005,4950,1032,770.88
20893,Mozambique,Potatoes,2005,131341,1032,770.88
20894,Mozambique,"Rice, paddy",2005,2034,1032,770.88
20895,Mozambique,Sorghum,2005,2980,1032,770.88
20896,Mozambique,Sweet potatoes,2005,71869,1032,770.88
20897,Mozambique,Wheat,2005,11071,1032,770.88
20898,Mozambique,Cassava,2006,63907,1032,891.54
20899,Mozambique,Maize,2006,8387,1032,891.54
20900,Mozambique,Potatoes,2006,132353,1032,891.54
20901,Mozambique,"Rice, paddy",2006,2729,1032,891.54
20902,Mozambique,Sorghum,2006,4961,1032,891.54
20903,Mozambique,Sweet potatoes,2006,84629,1032,891.54
20904,Mozambique,Wheat,2006,12353,1032,891.54
20905,Mozambique,Cassava,2007,49902,1032,547.31
20906,Mozambique,Maize,2007,6813,1032,547.31
20907,Mozambique,Potatoes,2007,133333,1032,547.31
20908,Mozambique,"Rice, paddy",2007,2845,1032,547.31
20909,Mozambique,Sorghum,2007,4314,1032,547.31
20910,Mozambique,Sweet potatoes,2007,98901,1032,547.31
20911,Mozambique,Wheat,2007,11765,1032,547.31
20912,Mozambique,Cassava,2008,40254,1032,890.47
20913,Mozambique,Maize,2008,6177,1032,890.47
20914,Mozambique,Potatoes,2008,140000,1032,890.47
20915,Mozambique,"Rice, paddy",2008,2836,1032,890.47
20916,Mozambique,Sorghum,2008,3291,1032,890.47
20917,Mozambique,Sweet potatoes,2008,86946,1032,890.47
20918,Mozambique,Wheat,2008,12500,1032,890.47
20919,Mozambique,Cassava,2009,45215,1032,914.92
20920,Mozambique,Maize,2009,10000,1032,914.92
20921,Mozambique,Potatoes,2009,145000,1032,914.92
20922,Mozambique,"Rice, paddy",2009,9835,1032,914.92
20923,Mozambique,Sorghum,2009,6224,1032,914.92
20924,Mozambique,Sweet potatoes,2009,104287,1032,914.92
20925,Mozambique,Wheat,2009,12500,1032,914.92
20926,Mozambique,Cassava,2010,77638,1032,1187.1
20927,Mozambique,Maize,2010,12024,1032,1187.1
20928,Mozambique,Potatoes,2010,142467,1032,1187.1
20929,Mozambique,"Rice, paddy",2010,11365,1032,1187.1
20930,Mozambique,Sorghum,2010,6089,1032,1187.1
20931,Mozambique,Sweet potatoes,2010,111841,1032,1187.1
20932,Mozambique,Wheat,2010,13367,1032,1187.1
20933,Mozambique,Cassava,2011,78029,1032,766.93
20934,Mozambique,Maize,2011,12020,1032,766.93
20935,Mozambique,Potatoes,2011,142473,1032,766.93
20936,Mozambique,"Rice, paddy",2011,11366,1032,766.93
20937,Mozambique,Sorghum,2011,6412,1032,766.93
20938,Mozambique,Sweet potatoes,2011,118660,1032,766.93
20939,Mozambique,Wheat,2011,17042,1032,766.93
20940,Mozambique,Cassava,2012,107501,1032,766.93
20941,Mozambique,Maize,2012,14980,1032,766.93
20942,Mozambique,Potatoes,2012,143961,1032,766.93
20943,Mozambique,"Rice, paddy",2012,5589,1032,766.93
20944,Mozambique,Sorghum,2012,4532,1032,766.93
20945,Mozambique,Sweet potatoes,2012,164573,1032,766.93
20946,Mozambique,Wheat,2012,9958,1032,766.93
20947,Mozambique,Cassava,2013,46115,1032,766.93
20948,Mozambique,Maize,2013,6814,1032,766.93
20949,Mozambique,Potatoes,2013,135526,1032,766.93
20950,Mozambique,"Rice, paddy",2013,2824,1032,766.93
20951,Mozambique,Sorghum,2013,3572,1032,766.93
20952,Mozambique,Sweet potatoes,2013,209796,1032,766.93
20953,Mozambique,Wheat,2013,10951,1032,766.93
20954,Namibia,Maize,1990,14871,285,42
20955,Namibia,Sorghum,1990,2052,285,42
20956,Namibia,Wheat,1990,44250,285,42
20957,Namibia,Maize,1991,11950,285,39
20958,Namibia,Sorghum,1991,3441,285,39
20959,Namibia,Wheat,1991,59000,285,39
20960,Namibia,Maize,1992,5953,285,48
20961,Namibia,Sorghum,1992,973,285,48
20962,Namibia,Wheat,1992,51933,285,48
20963,Namibia,Maize,1993,7764,285,56
20964,Namibia,Sorghum,1993,2333,285,56
20965,Namibia,Wheat,1993,43846,285,56
20966,Namibia,Maize,1994,11549,285,56
20967,Namibia,Sorghum,1994,2062,285,56
20968,Namibia,Wheat,1994,52500,285,56
20969,Namibia,Maize,1995,8768,285,56
20970,Namibia,Sorghum,1995,2933,285,56
20971,Namibia,Wheat,1995,55172,285,56
20972,Namibia,Maize,1996,6835,285,56
20973,Namibia,Sorghum,1996,2174,285,56
20974,Namibia,Wheat,1996,43846,285,56
20975,Namibia,Maize,1997,15727,285,56
20976,Namibia,Sorghum,1997,3740,285,56
20977,Namibia,Wheat,1997,46361,285,56
20978,Namibia,Maize,1998,6608,285,56
20979,Namibia,Sorghum,1998,1242,285,56
20980,Namibia,Wheat,1998,49336,285,56
20981,Namibia,Maize,1999,5276,285,56
20982,Namibia,Sorghum,1999,2074,285,56
20983,Namibia,Wheat,1999,36440,285,56
20984,Namibia,Maize,2000,7170,285,56
20985,Namibia,Potatoes,2000,125000,285,56
20986,Namibia,Sorghum,2000,4091,285,56
20987,Namibia,Wheat,2000,50847,285,56
20988,Namibia,Maize,2001,13254,285,56
20989,Namibia,Potatoes,2001,129032,285,56
20990,Namibia,Sorghum,2001,3821,285,56
20991,Namibia,Wheat,2001,60464,285,56
20992,Namibia,Maize,2002,13238,285,56
20993,Namibia,Potatoes,2002,130435,285,56
20994,Namibia,Sorghum,2002,1891,285,56
20995,Namibia,Wheat,2002,63724,285,56
20996,Namibia,Maize,2004,11301,285,56
20997,Namibia,Potatoes,2004,110579,285,56
20998,Namibia,Sorghum,2004,3249,285,56
20999,Namibia,Wheat,2004,41622,285,56
21000,Namibia,Maize,2005,22606,285,56
21001,Namibia,Potatoes,2005,113065,285,56
21002,Namibia,Sorghum,2005,2400,285,56
21003,Namibia,Wheat,2005,45255,285,56
21004,Namibia,Maize,2006,21053,285,56
21005,Namibia,Potatoes,2006,69796,285,56
21006,Namibia,Sorghum,2006,2911,285,56
21007,Namibia,Wheat,2006,59308,285,56
21008,Namibia,Maize,2007,20296,285,56
21009,Namibia,Potatoes,2007,127855,285,56
21010,Namibia,Sorghum,2007,2399,285,56
21011,Namibia,Wheat,2007,51342,285,56
21012,Namibia,Maize,2008,20980,285,56
21013,Namibia,Potatoes,2008,131969,285,56
21014,Namibia,Sorghum,2008,4018,285,56
21015,Namibia,Wheat,2008,61420,285,56
21016,Namibia,Maize,2009,21130,285,56
21017,Namibia,Potatoes,2009,130495,285,56
21018,Namibia,Sorghum,2009,2382,285,56
21019,Namibia,Wheat,2009,67214,285,56
21020,Namibia,Maize,2010,19882,285,56
21021,Namibia,Potatoes,2010,121175,285,56
21022,Namibia,Sorghum,2010,2901,285,56
21023,Namibia,Wheat,2010,61022,285,56
21024,Namibia,Maize,2011,19297,285,56
21025,Namibia,Potatoes,2011,119667,285,56
21026,Namibia,Sorghum,2011,2931,285,56
21027,Namibia,Wheat,2011,61267,285,56
21028,Namibia,Maize,2012,18999,285,56
21029,Namibia,Potatoes,2012,120805,285,56
21030,Namibia,Sorghum,2012,2862,285,56
21031,Namibia,Wheat,2012,61692,285,56
21032,Namibia,Maize,2013,18683,285,56
21033,Namibia,Potatoes,2013,120727,285,56
21034,Namibia,Sorghum,2013,2860,285,56
21035,Namibia,Wheat,2013,62084,285,56
21036,Nepal,Maize,1990,16246,1500,60.11
21037,Nepal,Potatoes,1990,80601,1500,60.11
21038,Nepal,"Rice, paddy",1990,24067,1500,60.11
21039,Nepal,Soybeans,1990,6215,1500,60.11
21040,Nepal,Wheat,1990,14149,1500,60.11
21041,Nepal,Maize,1991,15976,1500,60.11
21042,Nepal,Potatoes,1991,87569,1500,60.11
21043,Nepal,"Rice, paddy",1991,22826,1500,60.11
21044,Nepal,Soybeans,1991,5964,1500,60.11
21045,Nepal,Wheat,1991,14103,1500,60.11
21046,Nepal,Maize,1992,16647,1500,60.11
21047,Nepal,Potatoes,1992,85916,1500,60.11
21048,Nepal,"Rice, paddy",1992,20481,1500,60.11
21049,Nepal,Soybeans,1992,5805,1500,60.11
21050,Nepal,Wheat,1992,13338,1500,60.11
21051,Nepal,Maize,1993,15984,1500,60.11
21052,Nepal,Potatoes,1993,84268,1500,60.11
